index,step_estimated,layer_estimated,alpha_s,alpha_f
1519,23,47,0.95096545,1.31040151
1520,23,48,0.86740386,1.27749149
1521,23,49,0.4834753,1.71988032
1522,23,50,0.76683305,1.3349624
1523,23,51,0.68565131,1.28677159
1524,23,52,0.60470989,1.25641537
1525,23,53,0.99336745,1.16768285
1526,23,54,1.05651471,1.51492914
1527,23,55,0.87498944,1.38806113
1528,23,56,0.63529245,1.52683509
1529,23,57,0.68146606,1.23682201
1530,23,58,0.94471683,1.65852307
1531,23,59,0.93714785,1.14844242
1532,23,60,0.93424702,1.34035154
1533,23,61,0.67293894,1.47990185
1534,23,62,0.71465773,1.00250185
1535,23,63,0.61437449,1.25177471
1536,24,0,0.93240048,1.44369496
1537,24,1,0.84012286,1.59352576
1538,24,2,0.86404728,1.22281936
1539,24,3,1.00972104,1.50472577
1540,24,4,0.87998819,1.37812392
1541,24,5,0.90263826,1.09676926
1542,24,6,1.21333916,1.46384892
1543,24,7,1.01704428,1.66102989
1544,24,8,0.6401283,1.24045074
1545,24,9,0.86563904,1.58019539
1546,24,10,0.6895554,0.95541834
1547,24,11,0.88286274,1.4666821
1548,24,12,0.90207374,1.22180769
1549,24,13,0.4883392,1.3428989
1550,24,14,0.64668956,1.29842305
1551,24,15,0.72530342,0.82758053
1552,24,16,0.60548645,1.40774324
1553,24,17,0.78777997,1.35650576
1554,24,18,0.78747122,1.40907079
1555,24,19,0.6460106,1.2850732
1556,24,20,1.06392657,1.3959787
1557,24,21,0.67572493,1.29721522
1558,24,22,0.8393844,1.48684442
1559,24,23,0.66467166,1.27844066
1560,24,24,0.77974162,1.05968435
1561,24,25,0.9079775,1.38862329
1562,24,26,0.72152309,1.38699159
1563,24,27,0.9288436,1.4449244
1564,24,28,0.68249804,1.12549487
1565,24,29,0.89426402,1.353538
1566,24,30,0.73377449,1.23264449
1567,24,31,1.04855189,1.1620738
1568,24,32,0.89428808,1.48749593
1569,24,33,0.61415683,1.29669815
1570,24,34,0.98497672,1.34026667
1571,24,35,0.64269935,1.18275554
1572,24,36,0.94492145,1.13316571
1573,24,37,0.47582687,1.33311912
1574,24,38,0.7374673,1.24711704
1575,24,39,0.87897633,1.21176352
1576,24,40,0.88491305,1.26599015
1577,24,41,0.69659387,1.41850457
1578,24,42,0.70081261,1.69098196
1579,24,43,0.77150415,1.29703381
1580,24,44,0.5710823,1.30336994
1581,24,45,0.84858519,1.07758891
1582,24,46,0.87614073,1.02700669
1583,24,47,0.90508591,1.19777842
1584,24,48,1.0287335,1.22117447
1585,24,49,0.48635525,1.74825197
1586,24,50,0.91877614,1.1838923
1587,24,51,0.80264697,1.25095238
1588,24,52,0.82960672,1.36748341
1589,24,53,0.97739125,1.14141167
1590,24,54,1.13862429,1.45917882
1591,24,55,0.8882214,1.43652836
1592,24,56,0.88408045,1.32525453
1593,24,57,0.76778044,1.18468806
1594,24,58,0.88845644,1.41961535
1595,24,59,1.07915971,1.26310609
1596,24,60,0.78689369,1.30348359
1597,24,61,0.69131362,1.63698692
1598,24,62,0.76543925,1.17721346
1599,24,63,0.66345601,1.1556941
1600,25,0,0.85095863,1.46237354
1601,25,1,0.91618668,1.35349219
1602,25,2,1.088165,1.30883874
1603,25,3,1.20424665,1.31687428
1604,25,4,0.71943566,1.31604242
1605,25,5,0.86892681,1.32065547
1606,25,6,1.15719283,1.3085094
1607,25,7,0.89683027,1.6028201
1608,25,8,0.716227,1.39861814
1609,25,9,0.92245783,1.63565768
1610,25,10,0.84862645,0.86979316
1611,25,11,0.75241342,1.36972731
1612,25,12,0.93438427,1.29294414
1613,25,13,0.52932765,1.21561295
1614,25,14,0.61137308,1.11717995
1615,25,15,0.81613492,0.89720153
1616,25,16,0.61963334,1.10577623
1617,25,17,0.7674503,1.21884565
1618,25,18,0.67089931,1.6516594
1619,25,19,0.60990867,1.21019404
1620,25,20,1.11571042,1.16292574
1621,25,21,0.82376267,1.10282751
1622,25,22,0.99002803,1.55560061
1623,25,23,0.51549967,1.24110494
1624,25,24,0.75978236,1.11708751
1625,25,25,0.92094023,1.2924429
1626,25,26,0.86438005,1.38352008
1627,25,27,0.93718522,1.50117021
1628,25,28,0.86220083,1.1232908
1629,25,29,0.75477315,1.23081669
1630,25,30,0.8424995,1.22602317
1631,25,31,1.01550661,0.98996137
1632,25,32,0.85588218,1.31207936
1633,25,33,0.86297133,1.20199382
1634,25,34,1.02765347,1.39361063
1635,25,35,0.86241403,1.2061747
1636,25,36,0.93446849,1.10698978
1637,25,37,0.58551262,1.20271015
1638,25,38,0.69947472,1.0197277
1639,25,39,0.94791934,1.16346721
1640,25,40,0.95679659,1.41327068
1641,25,41,0.83553512,1.30207611
1642,25,42,1.00580162,1.49007755
1643,25,43,0.77464982,1.2881392
1644,25,44,0.70930506,1.32897132
1645,25,45,0.65243794,1.21997419
1646,25,46,0.74614043,0.9797212
1647,25,47,1.05646042,1.30319394
1648,25,48,0.7732864,1.36786438
1649,25,49,0.61957408,1.75396345
1650,25,50,0.94797306,1.33296626
1651,25,51,0.84338588,1.42664473
1652,25,52,0.80406635,1.26067458
1653,25,53,1.13737082,1.16953583
1654,25,54,1.06437408,1.34303363
1655,25,55,0.90045201,1.40992176
1656,25,56,0.74958366,1.34323955
1657,25,57,0.82872136,1.2643966
1658,25,58,0.96914631,1.39285303
1659,25,59,1.00123566,0.99903959
1660,25,60,0.76093247,1.32865388
1661,25,61,0.7977641,1.50187208
1662,25,62,0.68766198,1.08028551
1663,25,63,0.45003771,1.35300767
1664,26,0,1.04746148,1.35130571
1665,26,1,0.86661866,1.36923455
1666,26,2,1.1186639,1.40051247
1667,26,3,1.12684276,1.49194328
1668,26,4,0.86475272,1.20683826
1669,26,5,0.81778637,1.17331717
1670,26,6,1.08637089,1.29624797
1671,26,7,0.99365603,1.4837661
1672,26,8,0.81961231,1.16930858
1673,26,9,0.9098755,1.3914607
1674,26,10,0.89456538,0.69811737
1675,26,11,0.90828055,1.49372422
1676,26,12,0.89797268,1.06433699
1677,26,13,0.5699559,1.20954506
1678,26,14,0.54626725,1.23207754
1679,26,15,0.92392527,1.01458973
1680,26,16,0.65996299,1.09877218
1681,26,17,0.9068285,1.29602124
1682,26,18,0.78934511,1.43838966
1683,26,19,0.7149272,1.33660268
1684,26,20,1.17094018,1.13440977
1685,26,21,0.8373343,1.15573349
1686,26,22,0.99043329,1.34665613
1687,26,23,0.67575837,1.31293939
1688,26,24,0.76405264,1.07026962
1689,26,25,0.92832913,1.33164069
1690,26,26,0.75322299,1.2314045
1691,26,27,1.03987319,1.33468574
1692,26,28,0.9327202,1.01441201
1693,26,29,0.87688033,1.24841603
1694,26,30,0.73195223,1.23466618
1695,26,31,1.26605601,0.86265814
1696,26,32,0.92404779,1.10448727
1697,26,33,0.64994296,1.42902249
1698,26,34,0.96269196,1.16638751
1699,26,35,0.68689122,1.38977533
1700,26,36,0.77064775,0.96312049
1701,26,37,0.7116968,1.34505028
1702,26,38,0.67835038,1.1089995
1703,26,39,1.08304945,1.26674469
1704,26,40,1.05093853,1.17034585
1705,26,41,0.90763568,1.30730971
1706,26,42,0.89497365,1.65853889
1707,26,43,0.91104059,1.19952748
1708,26,44,0.7741942,1.32321402
1709,26,45,0.83284142,1.36568727
1710,26,46,0.72783055,0.96884916
1711,26,47,1.00190476,1.13012506
1712,26,48,0.96513233,1.46948995
1713,26,49,0.47419054,1.62643476
1714,26,50,0.98570882,1.240523
1715,26,51,0.8190402,1.20082569
1716,26,52,0.80293743,1.19378301
1717,26,53,0.80241049,1.17979656
1718,26,54,1.11717358,1.43508719
1719,26,55,1.04387078,1.45826629
1720,26,56,0.77791733,1.45050709
1721,26,57,0.81567235,1.22808147
1722,26,58,0.96120516,1.48547419
1723,26,59,0.93057967,1.0722097
1724,26,60,0.74742026,1.29649684
1725,26,61,0.79277389,1.50280044
1726,26,62,0.88988425,1.21745757
1727,26,63,0.86005119,1.07675463
1728,27,0,0.98939671,1.26362157
1729,27,1,0.83279405,1.37520915
1730,27,2,1.10550929,1.20272341
1731,27,3,1.22311411,1.44408291
1732,27,4,1.05835738,1.18111317
1733,27,5,0.9748074,1.24017061
1734,27,6,1.0682009,1.38000331
1735,27,7,1.0511961,1.45773069
1736,27,8,0.77285329,1.18232064
1737,27,9,1.15455826,1.47997448
1738,27,10,0.90224704,0.78898959
1739,27,11,0.77694159,1.45506746
1740,27,12,0.83751753,1.22506326
1741,27,13,0.62491945,1.20928201
1742,27,14,0.63612415,1.290653
1743,27,15,0.88027462,1.00585897
1744,27,16,0.67840032,1.18954011
1745,27,17,1.05190742,1.37036196
1746,27,18,0.66315692,1.4950258
1747,27,19,0.53908571,1.17123756
1748,27,20,1.28085797,1.04811785
1749,27,21,0.808577,1.23108213
1750,27,22,0.7958944,1.33191322
1751,27,23,0.74319235,1.2437931
1752,27,24,0.80865428,1.22529413
1753,27,25,0.95955136,1.34355889
1754,27,26,0.70941047,1.28938983
1755,27,27,0.95564538,1.4271445
1756,27,28,0.77933892,1.12530982
1757,27,29,0.7862386,1.19327337
1758,27,30,0.75405323,1.09728336
1759,27,31,1.20772391,1.04271524
1760,27,32,0.9697946,1.2551513
1761,27,33,0.78317688,1.3284454
1762,27,34,1.06815293,1.17993803
1763,27,35,0.73801182,1.23916646
1764,27,36,0.94109311,0.86599948
1765,27,37,0.62807794,1.35912899
1766,27,38,0.68115824,1.13556996
1767,27,39,0.96858636,1.14987197
1768,27,40,1.11537809,1.12040099
1769,27,41,0.99340495,1.3530647
1770,27,42,0.88047032,1.55524617
1771,27,43,0.94638033,1.34119521
1772,27,44,0.59596945,1.34946852
1773,27,45,0.79603757,1.23988634
1774,27,46,0.84594923,0.94538818
1775,27,47,1.16309422,1.23454879
1776,27,48,0.87116834,1.22277545
1777,27,49,0.65902884,1.7130468
1778,27,50,1.00604946,1.14832634
1779,27,51,1.05024214,1.31163743
1780,27,52,0.90968225,1.22787938
1781,27,53,1.04360947,1.13707908
1782,27,54,1.16129479,1.50123619
1783,27,55,1.11865707,1.33280632
1784,27,56,0.73756698,1.3904867
1785,27,57,0.93745768,1.09099753
1786,27,58,1.04409256,1.57185179
1787,27,59,0.98221538,0.96799199
1788,27,60,0.82608315,1.35786088
1789,27,61,0.83937508,1.68196786
1790,27,62,0.77716439,1.09979862
1791,27,63,0.61488553,1.05501338
1792,28,0,1.0308469,1.18205623
1793,28,1,0.99413038,1.4215687
1794,28,2,1.29045975,1.40461678
1795,28,3,1.14779759,1.37280798
1796,28,4,0.97838255,1.42128422
1797,28,5,0.76769616,0.991107
1798,28,6,1.12097817,1.33161335
1799,28,7,1.08872413,1.5470722
1800,28,8,0.76746207,1.04011959
1801,28,9,1.08388417,1.39922585
1802,28,10,0.70286735,0.84942834
1803,28,11,0.92745362,1.34430581
1804,28,12,0.9335255,1.23109308
1805,28,13,0.61722038,1.07809013
1806,28,14,0.6179469,1.28625151
1807,28,15,0.87525019,0.94609445
1808,28,16,0.70232249,1.18331397
1809,28,17,0.80683093,1.29863002
1810,28,18,0.91196404,1.33453854
1811,28,19,0.67513926,1.17937301
1812,28,20,1.25393376,1.07365299
1813,28,21,0.84461256,0.99800759
1814,28,22,0.95226331,1.5314614
1815,28,23,0.74233548,1.27831535
1816,28,24,0.87796821,1.15043361
1817,28,25,0.88545627,1.37363751
1818,28,26,0.77927092,1.2467557
1819,28,27,0.91218445,1.48036239
1820,28,28,0.89693945,1.08124337
1821,28,29,0.97025096,1.14183001
1822,28,30,0.78104276,1.11119253
1823,28,31,1.07001528,1.04898115
1824,28,32,0.78534286,1.17692754
1825,28,33,0.60915535,1.26305772
1826,28,34,1.04521513,1.20541632
1827,28,35,0.66732627,1.10181823
1828,28,36,1.00233816,0.97443524
1829,28,37,0.66521718,1.09686831
1830,28,38,0.74911614,1.28364007
1831,28,39,1.01028148,1.07745031
1832,28,40,1.06520494,1.18733893
1833,28,41,0.96019469,1.26534375
1834,28,42,0.90336497,1.53068036
1835,28,43,0.80922478,1.17570137
1836,28,44,0.60099733,1.14139587
1837,28,45,0.72849979,1.23237512
1838,28,46,0.79334022,0.98405848
1839,28,47,1.09520447,1.06932758
1840,28,48,1.03779982,1.30468343
1841,28,49,0.589894,1.63388664
1842,28,50,0.91395177,1.20974449
1843,28,51,0.77493682,1.13256859
1844,28,52,0.80169536,1.21567992
1845,28,53,0.9937961,0.96076085
1846,28,54,1.05651704,1.423752
1847,28,55,1.06995961,1.35817504
1848,28,56,0.75436719,1.44317723
1849,28,57,0.79338331,1.13338171
1850,28,58,1.07809983,1.4796768
1851,28,59,1.06398886,0.97824358
1852,28,60,0.94486991,1.20497557
1853,28,61,0.82840025,1.52754873
1854,28,62,0.86692109,1.11258596
1855,28,63,0.67698438,1.12101573
1856,29,0,0.98524776,1.28130423
1857,29,1,1.017458,1.30990503
1858,29,2,1.18574223,1.27166534
1859,29,3,1.2756099,1.32970325
1860,29,4,0.91276822,1.15580174
1861,29,5,0.88279295,1.1589329
1862,29,6,1.30045345,1.18184527
1863,29,7,1.04576122,1.43481003
1864,29,8,0.77780219,1.25814251
1865,29,9,0.98335126,1.4352738
1866,29,10,0.85421788,0.76009963
1867,29,11,0.88946342,1.32224509
1868,29,12,0.96643219,1.17098861
1869,29,13,0.69845642,1.30364676
1870,29,14,0.71233979,1.30966205
1871,29,15,0.7643256,0.93069406
1872,29,16,0.72017235,1.0651037
1873,29,17,0.94787387,1.36512731
1874,29,18,0.89968414,1.45733296
1875,29,19,0.62542488,1.12276549
1876,29,20,1.2038698,1.10897734
1877,29,21,0.77851655,1.06971949
1878,29,22,0.96488949,1.39642207
1879,29,23,0.57048403,1.25255123
1880,29,24,0.88967298,1.20471341
1881,29,25,1.03195348,1.3398043
1882,29,26,0.72324221,1.07812994
1883,29,27,0.98479697,1.44163577
1884,29,28,0.98126704,1.16774444
1885,29,29,0.95047969,1.19743033
1886,29,30,0.82514099,1.14698743
1887,29,31,1.37125377,0.9212766
1888,29,32,1.0870442,1.23486427
1889,29,33,0.90726441,1.14282157
1890,29,34,1.13014056,1.15803389
1891,29,35,0.66353856,1.19850313
1892,29,36,1.07197377,0.93630755
1893,29,37,0.54601469,1.1457641
1894,29,38,0.75366375,1.20866687
1895,29,39,1.06538324,1.09111367
1896,29,40,1.21909674,1.2099544
1897,29,41,0.95787761,1.14789072
1898,29,42,0.92152648,1.47222541
1899,29,43,0.99154531,1.27939384
1900,29,44,0.64375866,1.26862139
1901,29,45,0.90563235,1.3272841
1902,29,46,0.96179099,0.98926053
1903,29,47,1.1232617,1.24329636
1904,29,48,1.11138962,1.11862082
1905,29,49,0.66747531,1.5238893
1906,29,50,1.03883133,1.28577211
1907,29,51,0.8543662,1.07021623
1908,29,52,0.82537052,1.28407961
1909,29,53,1.09464832,1.07516167
1910,29,54,1.09213695,1.28530944
1911,29,55,1.14080205,1.26225589
1912,29,56,1.00873159,1.38050385
1913,29,57,0.86705276,1.03088954
1914,29,58,1.00214046,1.40746747
1915,29,59,1.19556496,1.02084411
1916,29,60,0.82947981,1.4554723
1917,29,61,0.9359823,1.606284
1918,29,62,0.74527812,1.09667728
1919,29,63,0.80534429,0.98009188
1920,30,0,1.22302481,1.42661582
1921,30,1,0.93478041,1.31673982
1922,30,2,1.11225389,1.19761969
1923,30,3,1.24420367,1.36734152
1924,30,4,0.99267195,1.37151525
1925,30,5,0.99762339,1.02074499
1926,30,6,1.33318263,1.3869439
1927,30,7,1.35457543,1.34231135
1928,30,8,0.93630508,1.02954359
1929,30,9,1.11293162,1.39232592
1930,30,10,1.07165869,0.74655443
1931,30,11,0.78230157,1.28706967
1932,30,12,0.865551,1.27463041
1933,30,13,0.535097,1.1589109
1934,30,14,0.56233306,1.18962568
1935,30,15,1.0344228,0.93220189
1936,30,16,0.76629152,1.16603833
1937,30,17,1.03587413,1.29286271
1938,30,18,0.7417434,1.47057488
1939,30,19,0.55909879,1.0733541
1940,30,20,1.16808109,1.1308775
1941,30,21,0.9552397,1.01377679
1942,30,22,0.91862546,1.35469011
1943,30,23,0.76725806,1.20446813
1944,30,24,0.86717157,1.1777148
1945,30,25,0.96251866,1.27142821
1946,30,26,0.98824157,1.10215241
1947,30,27,0.89550296,1.40946931
1948,30,28,0.84290843,1.07071843
1949,30,29,0.88104911,1.13155206
1950,30,30,1.02492274,1.20683945
1951,30,31,1.33411529,0.86865999
1952,30,32,0.8931788,1.01877714
1953,30,33,0.76388857,1.31717994
1954,30,34,1.15203314,1.18453135
1955,30,35,0.80238511,1.11118648
1956,30,36,1.03500593,1.05045004
1957,30,37,0.56407422,1.16236041
1958,30,38,0.86266256,1.11687019
1959,30,39,1.07288091,1.30631616
1960,30,40,1.08971824,1.2087571
1961,30,41,0.95395635,1.27659311
1962,30,42,1.00677017,1.50000066
1963,30,43,0.8605545,1.24418101
1964,30,44,0.88249306,1.27600881
1965,30,45,0.95627802,1.17135755
1966,30,46,0.97819188,0.93601114
1967,30,47,1.06979115,1.22298999
1968,30,48,0.95950269,1.1598895
1969,30,49,0.73798592,1.59475125
1970,30,50,0.94076968,1.25695011
1971,30,51,0.97529384,1.19033922
1972,30,52,0.76275059,1.18468626
1973,30,53,1.04337162,1.03523492
1974,30,54,1.11289627,1.21231227
1975,30,55,1.09591994,1.28982582
1976,30,56,0.91210593,1.26428421
1977,30,57,1.0752078,0.91214603
1978,30,58,1.14187859,1.39395902
1979,30,59,1.20239424,0.99759185
1980,30,60,1.00658399,1.258525
1981,30,61,0.8715572,1.64369408
1982,30,62,0.81226698,1.07062962
1983,30,63,0.90664484,1.03398431
1984,31,0,1.13825663,1.26129372
1985,31,1,0.98479705,1.39582475
1986,31,2,0.99324577,1.11349794
1987,31,3,1.35265055,1.40803166
1988,31,4,0.97597607,1.26030171
1989,31,5,0.95745029,1.19836513
1990,31,6,1.23696396,1.25936313
1991,31,7,1.22290786,1.35512219
1992,31,8,1.07039222,1.05879561
1993,31,9,1.22786562,1.39148893
1994,31,10,0.92718169,0.64244385
1995,31,11,0.9098672,1.22670728
1996,31,12,1.00379287,1.18867861
1997,31,13,0.80574153,1.15836359
1998,31,14,0.7819867,1.11272899
1999,31,15,0.86130678,1.03236909
2000,31,16,0.80536949,1.2861523
2001,31,17,1.04380244,1.24035635
2002,31,18,0.96553584,1.51004193
2003,31,19,0.79539968,1.07780645
2004,31,20,1.23148392,1.09236899
2005,31,21,1.05354809,1.11168126
2006,31,22,1.07575037,1.45498552
2007,31,23,0.83290278,1.26085132
2008,31,24,0.81293996,0.89668399
2009,31,25,1.06381869,1.2560106
2010,31,26,0.80227859,1.22065048
2011,31,27,1.06763264,1.4221256
2012,31,28,0.9329033,1.0215446
2013,31,29,1.05156948,1.12008662
2014,31,30,0.96797718,1.08959735
2015,31,31,1.24196582,0.97381264
2016,31,32,1.01511195,1.26941063
2017,31,33,0.83596194,1.07885593
2018,31,34,1.10487007,1.25087892
2019,31,35,0.80919361,1.13170768
2020,31,36,1.1263499,0.91734296
2021,31,37,0.59873546,1.11065914
2022,31,38,0.77814842,1.05789954
2023,31,39,1.03160915,1.10558529
2024,31,40,1.12613714,1.18697206
2025,31,41,1.1868881,1.21978375
2026,31,42,1.02103089,1.42879724
2027,31,43,0.90323591,1.16600049
2028,31,44,0.75603125,1.25399705
2029,31,45,1.09605967,1.11815606
2030,31,46,0.9136844,0.8937409
2031,31,47,1.20634248,1.20371341
2032,31,48,1.17038065,1.00152959
2033,31,49,0.56069983,1.51642249
2034,31,50,1.15250685,1.03250044
2035,31,51,0.71773731,1.27753288
2036,31,52,0.93406452,1.09418299
2037,31,53,1.02901851,0.93372522
2038,31,54,1.17960299,1.30792463
2039,31,55,1.19532737,1.07102625
2040,31,56,0.82167946,1.2151769
2041,31,57,0.94922113,1.00715449
2042,31,58,1.12962726,1.24827863
2043,31,59,1.16608133,1.02099568
2044,31,60,1.0927659,1.23609371
2045,31,61,1.01421808,1.37086575
2046,31,62,0.6588035,1.10560793
2047,31,63,0.83623442,1.19594278
2048,32,0,1.01098829,1.33503217
2049,32,1,1.17511918,1.40857358
2050,32,2,1.1656332,1.16144409
2051,32,3,1.14913736,1.43053689
2052,32,4,0.96236178,1.26616519
2053,32,5,0.88619011,0.98043639
2054,32,6,1.39804231,1.19798628
2055,32,7,1.27773065,1.39600816
2056,32,8,0.82858042,1.23755262
2057,32,9,1.08054602,1.46215278
2058,32,10,0.97885761,0.6551499
2059,32,11,0.98963752,1.47054435
2060,32,12,1.12208666,1.18001676
2061,32,13,0.84538883,1.1435635
2062,32,14,0.80437846,1.09799523
2063,32,15,0.98071811,0.95626126
2064,32,16,0.82754376,1.25257001
2065,32,17,1.08615402,1.15410645
2066,32,18,0.98996035,1.37030169
2067,32,19,0.89526903,1.0704799
2068,32,20,1.26141462,1.0897719
2069,32,21,1.03575872,0.93665502
2070,32,22,0.96678313,1.38322424
2071,32,23,0.82207024,1.17897529
2072,32,24,0.85601007,1.00571819
2073,32,25,0.9012479,1.24044878
2074,32,26,0.82582936,1.10879572
2075,32,27,1.09725823,1.34597552
2076,32,28,1.12371343,0.94530249
2077,32,29,1.09534982,1.20025993
2078,32,30,0.89376999,1.12900378
2079,32,31,1.28758447,0.96688897
2080,32,32,1.1650593,1.26442766
2081,32,33,0.92838543,1.17629467
2082,32,34,1.0510106,1.15565068
2083,32,35,0.9597555,1.01419962
2084,32,36,0.99327579,0.96935693
2085,32,37,0.6736305,1.04506245
2086,32,38,0.8132376,1.01090455
2087,32,39,0.99795284,1.10749377
2088,32,40,1.0525338,1.0195385
2089,32,41,1.02165664,1.29072519
2090,32,42,1.01325241,1.41732252
2091,32,43,1.00473655,1.0580912
2092,32,44,0.86415155,1.24086848
2093,32,45,0.90563209,1.2408682
2094,32,46,0.88705789,0.97397816
2095,32,47,1.21728123,1.14065983
2096,32,48,1.09630625,1.17201447
2097,32,49,0.87952001,1.45491311
2098,32,50,1.03396445,1.22561121
2099,32,51,0.94094826,1.28883587
2100,32,52,1.08076998,1.13421076
2101,32,53,1.19261383,0.90396403
2102,32,54,1.26138199,1.35893846
2103,32,55,1.22388848,1.23270531
2104,32,56,0.7875841,1.33047608
2105,32,57,0.83489929,1.00976497
2106,32,58,1.17133746,1.39733209
2107,32,59,1.34855258,1.0432922
2108,32,60,0.92216539,1.26177476
2109,32,61,1.0147149,1.37355533
2110,32,62,0.80517124,0.9781198
2111,32,63,0.70402476,1.09041594
2112,33,0,1.13262939,1.14438502
2113,33,1,1.0896454,1.41704348
2114,33,2,1.19336406,1.11961068
2115,33,3,1.35381787,1.36128522
2116,33,4,1.0675173,1.14461408
2117,33,5,1.06505554,1.15520815
2118,33,6,1.26719962,1.37838214
2119,33,7,1.15111275,1.3896357
2120,33,8,0.95382801,1.16882542
2121,33,9,1.02005429,1.34735086
2122,33,10,0.92116567,0.77420296
2123,33,11,1.08774434,1.33130353
2124,33,12,0.92460961,1.33276029
2125,33,13,0.81467838,1.04936662
2126,33,14,0.83188058,1.18419696
2127,33,15,0.94035699,0.87403565
2128,33,16,0.87752557,1.09103791
2129,33,17,1.07028279,1.09529084
2130,33,18,0.95351132,1.42484572
2131,33,19,0.90739315,1.14419114
2132,33,20,1.32384255,0.99244558
2133,33,21,1.11135468,0.9724727
2134,33,22,1.01612354,1.21651197
2135,33,23,0.95074027,1.2810734
2136,33,24,1.03537503,1.16262802
2137,33,25,1.02434378,1.26121538
2138,33,26,0.89538503,1.23864986
2139,33,27,1.12518478,1.27083897
2140,33,28,1.0312249,1.12112323
2141,33,29,0.98082634,1.10230228
2142,33,30,0.90311677,0.89767655
2143,33,31,1.37192652,0.98552284
2144,33,32,1.09698878,1.04479076
2145,33,33,0.89132342,1.01802813
2146,33,34,1.31100584,1.07022031
2147,33,35,0.99535376,1.19681916
2148,33,36,1.03733033,0.85340925
2149,33,37,0.81212712,1.02569493
2150,33,38,0.88701888,1.06630427
2151,33,39,0.96508453,0.85755862
2152,33,40,1.20695274,1.08722018
2153,33,41,1.05950607,1.27261439
2154,33,42,1.15457616,1.41746196
2155,33,43,1.00563457,1.22253577
2156,33,44,0.74771487,1.21282246
2157,33,45,1.01422226,1.19958919
2158,33,46,0.85401199,0.80761355
2159,33,47,1.16635529,1.16035153
2160,33,48,1.16805033,1.28510902
2161,33,49,0.77399476,1.48601817
2162,33,50,1.21863437,1.15120967
2163,33,51,1.1216978,1.224668
2164,33,52,0.88394039,1.04448062
2165,33,53,1.04567848,1.0340001
2166,33,54,1.32778569,1.47571005
2167,33,55,1.28518846,1.3621547
2168,33,56,0.90576408,1.18247918
2169,33,57,1.09967251,1.053344
2170,33,58,1.13633308,1.39774652
2171,33,59,1.25023463,1.04876535
2172,33,60,1.10977073,1.28790385
2173,33,61,1.1178634,1.526031
2174,33,62,0.87520419,1.06828238
2175,33,63,0.78705742,1.15570432
2176,34,0,1.09016189,1.2856657
2177,34,1,1.02286464,1.38862969
2178,34,2,1.20565587,1.00254057
2179,34,3,1.37332705,1.24521884
2180,34,4,1.14658533,1.19527402
2181,34,5,1.10772974,0.96754908
2182,34,6,1.30095195,1.15844081
2183,34,7,1.29486801,1.50581822
2184,34,8,0.97638171,1.22169651
2185,34,9,1.01902642,1.28008396
2186,34,10,0.96500167,0.6397601
2187,34,11,0.91467007,1.29724785
2188,34,12,1.13038553,1.18433206
2189,34,13,0.87946238,1.11732082
2190,34,14,0.90509998,1.1491241
2191,34,15,0.931914,0.92741236
2192,34,16,0.91216296,1.03312408
2193,34,17,1.14412027,1.12146458
2194,34,18,0.94161856,1.39013098
2195,34,19,0.92723839,0.99135563
2196,34,20,1.29204749,1.10559516
2197,34,21,1.11706217,1.23166421
2198,34,22,1.21575609,1.36977633
2199,34,23,0.78647489,1.25134406
2200,34,24,1.02531065,1.01737999
2201,34,25,1.14129622,1.2935296
2202,34,26,0.97863409,1.08520629
2203,34,27,1.22696802,1.23521231
2204,34,28,1.03845545,1.01134659
2205,34,29,1.04995324,1.15307268
2206,34,30,0.93774511,1.23772195
2207,34,31,1.24337145,0.87358191
2208,34,32,1.13880897,1.23208574
2209,34,33,0.94452191,1.1754896
2210,34,34,1.26744235,1.12320402
2211,34,35,1.03954456,1.17288242
2212,34,36,1.21237209,0.85132441
2213,34,37,0.81091501,1.05378849
2214,34,38,0.83154059,1.11832852
2215,34,39,1.09773413,1.07301328
2216,34,40,1.13637127,1.25425296
2217,34,41,1.06521523,1.21907438
2218,34,42,1.15721811,1.37819921
2219,34,43,1.13424854,1.06877455
2220,34,44,1.00560772,1.18068706
2221,34,45,0.95552706,1.10582113
2222,34,46,1.10683433,0.80635046
2223,34,47,1.20983632,1.11922255
2224,34,48,1.06860238,1.29560061
2225,34,49,0.80144901,1.57693822
2226,34,50,1.17658681,1.0333057
2227,34,51,1.05297788,1.24887489
2228,34,52,0.9946174,1.23116483
2229,34,53,1.28468928,1.03913405
2230,34,54,1.22909399,1.22595859
2231,34,55,1.20182161,1.26941179
2232,34,56,1.02899691,1.08585164
2233,34,57,1.06418569,1.01716158
2234,34,58,1.13870258,1.45464362
2235,34,59,1.29129078,1.03546026
2236,34,60,1.02206363,1.30394933
2237,34,61,1.21417307,1.57442638
2238,34,62,0.85789503,0.97204803
2239,34,63,0.90417243,1.09511827
2240,35,0,1.27529673,1.18006785
2241,35,1,1.13056876,1.16714221
2242,35,2,1.3583902,1.07350893
2243,35,3,1.37880492,1.25105835
2244,35,4,1.20244052,0.95254528
2245,35,5,1.10943195,1.02006693
2246,35,6,1.34647233,1.31760786
2247,35,7,1.19001018,1.41774957
2248,35,8,1.10396039,1.22084803
2249,35,9,1.1738902,1.30135943
2250,35,10,1.16405426,0.76636433
2251,35,11,0.95242687,1.20544137
2252,35,12,1.21308628,1.20537859
2253,35,13,0.80455083,0.84730881
2254,35,14,0.9290015,1.04143885
