index,step_estimated,layer_estimated,alpha_s,alpha_f
443,6,59,1.7524125576019287,1.9854780435562134
444,6,60,1.4924474954605103,1.8678983449935913
445,6,61,1.8529103994369507,1.2080003023147583
446,6,62,1.704192876815796,1.7437925338745117
447,6,63,1.6453495025634766,1.904750943183899
448,7,0,1.5542023181915283,1.3288477659225464
449,7,1,1.4047199487686157,0.6493251323699951
450,7,2,1.7418785095214844,1.9397246837615967
451,7,3,1.766525149345398,1.890838384628296
452,7,4,1.574832797050476,1.7999207973480225
453,7,5,1.17824125289917,1.7642326354980469
454,7,6,1.410768747329712,1.5032402276992798
455,7,7,1.4618829488754272,1.716572642326355
456,7,8,1.1891474723815918,1.6405633687973022
457,7,9,1.1871482133865356,1.3662370443344116
458,7,10,1.192910075187683,1.4472891092300415
459,7,11,1.0576157569885254,1.7900314331054688
460,7,12,1.0191541910171509,1.878642201423645
461,7,13,1.393973469734192,1.6703650951385498
462,7,14,1.1743940114974976,1.757760763168335
463,7,15,1.0709800720214844,1.7886463403701782
464,7,16,1.1950712203979492,1.713128685951233
465,7,17,1.1280454397201538,1.5559117794036865
466,7,18,1.3799508810043335,1.4941340684890747
467,7,19,1.2317497730255127,1.6367580890655518
468,7,20,1.1819672584533691,1.4047657251358032
469,7,21,1.1503610610961914,1.5567970275878906
470,7,22,1.1727945804595947,1.429297924041748
471,7,23,1.0472455024719238,1.339066982269287
472,7,24,1.0711702108383179,1.1814944744110107
473,7,25,1.1483522653579712,1.3274644613265991
474,7,26,0.9925796389579773,1.089777946472168
475,7,27,1.2583227157592773,1.6292335987091064
476,7,28,1.0977188348770142,1.2562074661254883
477,7,29,1.2447230815887451,1.4550949335098267
478,7,30,1.1316108703613281,1.6184430122375488
479,7,31,1.1372305154800415,1.318629503250122
480,7,32,1.0968174934387207,1.489338994026184
481,7,33,1.0987951755523682,1.5771714448928833
482,7,34,0.9640218615531921,1.4479483366012573
483,7,35,1.1032631397247314,1.4163066148757935
484,7,36,1.2305872440338135,1.8438467979431152
485,7,37,1.3273591995239258,1.705234169960022
486,7,38,1.3016510009765625,1.8431923389434814
487,7,39,1.3667120933532715,1.8256170749664307
488,7,40,1.261888027191162,1.4308284521102905
489,7,41,1.370404601097107,1.8579403162002563
490,7,42,1.2827643156051636,1.0846047401428223
491,7,43,1.3357030153274536,1.7830426692962646
492,7,44,1.4387527704238892,1.6675820350646973
493,7,45,1.644282341003418,1.8211992979049683
494,7,46,1.4927231073379517,1.0328010320663452
495,7,47,1.2501813173294067,1.5162856578826904
496,7,48,1.5213154554367065,1.8931375741958618
497,7,49,1.4598021507263184,1.797874093055725
498,7,50,1.474068284034729,1.7326992750167847
499,7,51,1.3561867475509644,1.9360697269439697
500,7,52,1.4062864780426025,1.6855467557907104
501,7,53,1.571447491645813,1.7639188766479492
502,7,54,1.871245265007019,1.8958709239959717
503,7,55,1.9672834873199463,1.9236652851104736
504,7,56,1.9526309967041016,1.9793974161148071
505,7,57,1.628198266029358,1.8558645248413086
506,7,58,1.9442392587661743,1.9675308465957642
507,7,59,1.773417353630066,1.9876388311386108
508,7,60,1.4813835620880127,1.8816782236099243
509,7,61,1.8685073852539062,1.3394215106964111
510,7,62,1.7003849744796753,1.7756733894348145
511,7,63,1.6074284315109253,1.9070665836334229
512,8,0,1.559088110923767,1.424607276916504
513,8,1,1.4214764833450317,0.7089793086051941
514,8,2,1.7375611066818237,1.9464671611785889
515,8,3,1.7831650972366333,1.9076056480407715
516,8,4,1.5687580108642578,1.8235434293746948
517,8,5,1.133286952972412,1.792574405670166
518,8,6,1.4036297798156738,1.5246920585632324
519,8,7,1.4525916576385498,1.7479017972946167
520,8,8,1.1670981645584106,1.6645320653915405
521,8,9,1.2034138441085815,1.4176311492919922
522,8,10,1.202858328819275,1.4915281534194946
523,8,11,1.0219957828521729,1.7934004068374634
524,8,12,1.0240980386734009,1.8864638805389404
525,8,13,1.3935967683792114,1.7077710628509521
526,8,14,1.1531985998153687,1.7624012231826782
527,8,15,1.0671623945236206,1.7901688814163208
528,8,16,1.1811739206314087,1.721846342086792
529,8,17,1.1226779222488403,1.546762228012085
530,8,18,1.391219139099121,1.4957308769226074
531,8,19,1.2201409339904785,1.6466295719146729
532,8,20,1.1976001262664795,1.4275035858154297
533,8,21,1.1317620277404785,1.5674453973770142
534,8,22,1.182349681854248,1.4476592540740967
535,8,23,1.0586203336715698,1.3586345911026
536,8,24,1.0767817497253418,1.1806919574737549
537,8,25,1.1481566429138184,1.3362778425216675
538,8,26,1.0105340480804443,1.1070808172225952
539,8,27,1.24593985080719,1.6406468152999878
540,8,28,1.0931466817855835,1.2826929092407227
541,8,29,1.2537074089050293,1.457963466644287
542,8,30,1.123530387878418,1.6101906299591064
543,8,31,1.13010573387146,1.343350887298584
544,8,32,1.1050246953964233,1.5161784887313843
545,8,33,1.0872271060943604,1.5914404392242432
546,8,34,0.9663516879081726,1.500500202178955
547,8,35,1.0657352209091187,1.4534529447555542
548,8,36,1.2189288139343262,1.8465955257415771
549,8,37,1.2652064561843872,1.7296968698501587
550,8,38,1.2977354526519775,1.8547214269638062
551,8,39,1.357372522354126,1.8253709077835083
552,8,40,1.2382001876831055,1.4736692905426025
553,8,41,1.3382635116577148,1.8589167594909668
554,8,42,1.2877744436264038,1.1354870796203613
555,8,43,1.3288815021514893,1.7983859777450562
556,8,44,1.4270516633987427,1.715727686882019
557,8,45,1.6449313163757324,1.8423131704330444
558,8,46,1.5240347385406494,1.058129072189331
559,8,47,1.2353256940841675,1.5637210607528687
560,8,48,1.5392612218856812,1.9095652103424072
561,8,49,1.449599266052246,1.8040006160736084
562,8,50,1.4690083265304565,1.7653508186340332
563,8,51,1.3323283195495605,1.943347454071045
564,8,52,1.424504280090332,1.6963731050491333
565,8,53,1.5511678457260132,1.794297695159912
566,8,54,1.8719719648361206,1.9092179536819458
567,8,55,1.971531629562378,1.940450668334961
568,8,56,1.958719253540039,1.9818705320358276
569,8,57,1.6150174140930176,1.8644474744796753
570,8,58,1.9504426717758179,1.9743720293045044
571,8,59,1.7911990880966187,1.9898035526275635
572,8,60,1.4560185670852661,1.889908790588379
573,8,61,1.8735383749008179,1.4875174760818481
574,8,62,1.6791367530822754,1.8070945739746094
575,8,63,1.5695441961288452,1.9096896648406982
576,9,0,1.5577751398086548,1.5004069805145264
577,9,1,1.4158127307891846,0.765893816947937
578,9,2,1.755017876625061,1.950762391090393
579,9,3,1.8108943700790405,1.921404242515564
580,9,4,1.5757066011428833,1.848008155822754
581,9,5,1.1026793718338013,1.8215641975402832
582,9,6,1.3957144021987915,1.5492924451828003
583,9,7,1.4479426145553589,1.7792489528656006
584,9,8,1.1586629152297974,1.6977715492248535
585,9,9,1.2150474786758423,1.4739235639572144
